product_id,nombre,sustituto_id,nombre_sust,score,categoria,uom
1007,226ers high energy gel caffeine - 1 gel x 60 ml - gel energa(c)tico cereza sin gluten - vegano - con ciclodextrina - 160mg de cafeana y 50g de hidratos de carbono sabor cereza,1141,"226ers high energy gel - 1 gel x 60 ml - gel energa(c)tico sin cafeina - sin gluten, vegano / 50 gr de hidratos de carbono sabor limon",0.7192334902591692,Geles Energéticos,ml
1024,226ers race day bar bcaas 1 barrita x 40 gr - barritas energa(c)ticas veganas con bcaa's y leucina sabor chocolate negro,1084,226ers race day bar bcaas 1 barrita x 40 gr - barritas energa(c)ticas veganas con bcaa's y leucina sabor manzana-canela,0.9088514196043929,Energía,g
1056,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor chocolate negro,1067,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor mix,0.9248347235273222,Barritas,g
1056,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor chocolate negro,1059,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor manzana-canela,0.8928713789758531,Barritas,g
1059,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor manzana-canela,1067,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor mix,0.9088668070584726,Barritas,g
1059,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor manzana-canela,1056,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor chocolate negro,0.8928713789758531,Barritas,g
1067,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor mix,1056,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor chocolate negro,0.9248347235273222,Barritas,g
1067,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor mix,1059,226ers box race day bar - barritas energa(c)ticas bcaa 6 barritas x 40 gr sabor manzana-canela,0.9088668070584726,Barritas,g
1075,226ers vegan oat bar 1 barrita x 50 gr sabor chocolate-coco,1076,226ers vegan oat bar 1 barrita x 50 gr sabor fresa-anacardo,0.7365843295379559,Sin Gluten,g
1075,226ers vegan oat bar 1 barrita x 50 gr sabor chocolate-coco,1095,226ers vegan oat bar 1 barrita x 50 gr sabor pan de banana,0.7153726696395076,Sin Gluten,g
1076,226ers vegan oat bar 1 barrita x 50 gr sabor fresa-anacardo,1075,226ers vegan oat bar 1 barrita x 50 gr sabor chocolate-coco,0.7365843295379559,Sin Gluten,g
1084,226ers race day bar bcaas 1 barrita x 40 gr - barritas energa(c)ticas veganas con bcaa's y leucina sabor manzana-canela,1024,226ers race day bar bcaas 1 barrita x 40 gr - barritas energa(c)ticas veganas con bcaa's y leucina sabor chocolate negro,0.9088514196043929,Energía,g
1087,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor naranja,1113,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor fresa,0.9217198409500443,Barritas,g
1087,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor naranja,1092,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor lima,0.8918382212162068,Barritas,g
1089,226ers vegan protein bar 1 barrita x 40 gr sabor naranja-chocolate,1101,226ers vegan protein bar 1 barrita x 40 gr sabor coco,0.8126706818621606,Vegano,g
1092,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor lima,1113,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor fresa,0.9067215698627495,Barritas,g
1092,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor lima,1087,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor naranja,0.8918382212162068,Barritas,g
1095,226ers vegan oat bar 1 barrita x 50 gr sabor pan de banana,1075,226ers vegan oat bar 1 barrita x 50 gr sabor chocolate-coco,0.7153726696395076,Sin Gluten,g
1099,226ers k-weeks inmune drink - complemento sistema inmune 500 gr sabor cappuccino,1100,226ers k-weeks inmune drink - complemento sistema inmune 500 gr sabor chocolate,0.9525513444863588,Articulaciones,g
1100,226ers k-weeks inmune drink - complemento sistema inmune 500 gr sabor chocolate,1099,226ers k-weeks inmune drink - complemento sistema inmune 500 gr sabor cappuccino,0.9525513444863588,Articulaciones,g
1101,226ers vegan protein bar 1 barrita x 40 gr sabor coco,1089,226ers vegan protein bar 1 barrita x 40 gr sabor naranja-chocolate,0.8126706818621606,Vegano,g
1107,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor chocolate,1116,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor vainilla,0.9834961671181947,Recuperación,g
1107,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor chocolate,1170,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor fresa,0.9833271910305715,Recuperación,g
1107,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor chocolate,1169,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor sanda,0.9700615712975275,Recuperación,g
1113,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor fresa,1087,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor naranja,0.9217198409500443,Barritas,g
1113,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor fresa,1092,226ers vegan gummy electrolytes bar 1 barrita x 30 gr sabor lima,0.9067215698627495,Barritas,g
1116,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor vainilla,1107,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor chocolate,0.9834961671181947,Recuperación,g
1116,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor vainilla,1170,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor fresa,0.9796298695015794,Recuperación,g
1116,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor vainilla,1169,226ers recovery drink 500 gr - batido recuperador muscular sin gluten - bajo en azaocar / low sugar - proteana de suero de leche grass fed sabor sanda,0.9664141286510495,Recuperación,g
1141,"226ers high energy gel - 1 gel x 60 ml - gel energa(c)tico sin cafeina - sin gluten, vegano / 50 gr de hidratos de carbono sabor limon",1007,226ers high energy gel caffeine - 1 gel x 60 ml - gel energa(c)tico cereza sin gluten - vegano - con ciclodextrina - 160mg de cafeana y 50g de hidratos de carbono sabor cereza,0.7192334902591692,Geles Energéticos,ml
1162,226ers batido keto protein 500 gr sabor chocolate,1163,226ers batido keto protein 500 gr sabor limon-yogurt,0.8172660546094239,Proteínas,g
