Product_ID,d_total,d_media,d_std,cv,p95,mediana,precio_medio,PC1,PC2,PC3
1000,2212.099999999962,2.0183394160583594,0.5398026575116588,0.267448900426196,3.2085823816511683,1.8994188431732093,70.51,-2.676387319430411,-0.4261364468368486,0.1444083424389665
1001,1942.9699999999675,1.7727828467152986,0.48813020047676,0.2753468657377818,2.9152163259151136,1.678457884617767,68.49333333333334,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1003,1240.959999999979,1.1322627737226083,0.3026950797804535,0.26733642296237,1.800351138620458,1.0638769125445684,64.57,3.793544306911029,-0.5308259844783655,0.0486971303721024
1005,733.1899999999875,0.6689689781021784,0.1780615547432351,0.2661731120154245,1.052915970293649,0.618884964974233,97.76,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1006,417.3999999999929,0.3808394160583876,0.1014530994817136,0.2663933805269766,0.6021202534034965,0.3536557431930684,91.08,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1007,1369.2899999999763,1.2493521897810005,0.3328032012679257,0.2663806122805635,1.972605838223612,1.1617024811278642,19.66,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1008,4927.399999999916,4.495802919707953,1.2357482352287938,0.2748670832103708,6.994063592500486,4.262097921108202,29.53,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1009,686.7499999999884,0.6265967153284566,0.1755954920182739,0.2802368536614946,1.0166663730023326,0.585353366274077,49.60666666666666,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1010,228.17999999999608,0.2081934306569307,0.0555292882319977,0.2667196945493497,0.3250161725135219,0.1960316163812058,76.46,-0.7082488183030898,0.3036058402593986,-0.4786539978264427
1013,2000.2699999999656,1.8250638686131075,0.4858450632734573,0.2662071567077036,2.8729346378741267,1.6914009977506603,52.645,-0.7082488183030898,0.3036058402593986,-0.4786539978264427
1014,1748.3199999999706,1.595182481751798,0.4344519936827553,0.2723525356206574,2.579323690923472,1.4974413447475925,73.35,-0.2426708229532635,7.891860699719912,0.4927383114841744
1017,744.0199999999874,0.6788503649634922,0.180647458115815,0.266107919269558,1.0658088189094896,0.6254043128380767,27.6,-0.1021118796338735,0.0150117128932085,-0.6899680921061768
1019,1692.6399999999712,1.5443795620437697,0.411149354824054,0.2662229965540049,2.44076732656109,1.4275122833913447,15.845,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1020,972.2099999999836,0.8870529197080141,0.2362245231125215,0.2663026273452526,1.3898390933047224,0.8268513049925219,67.835,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1021,1160.9499999999805,1.0592609489050917,0.2822340322638191,0.2664442907628674,1.6596396777335405,0.9900850535769504,78.64,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1023,254.89999999999569,0.2325729927007259,0.0624070323853303,0.2683331011938925,0.3690672162253842,0.2236771007426579,60.95,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1024,1280.2199999999782,1.1680839416058195,0.3108736990688702,0.2661398620389367,1.8322843551728325,1.080687115947673,42.44,-0.7082488183030898,0.3036058402593986,-0.4786539978264427
1027,659.9699999999888,0.6021624087591139,0.1607343049315178,0.2669284940299507,0.9442729165145864,0.5679890423352886,75.71,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1028,609.6499999999896,0.5562499999999906,0.1481390926451411,0.2663174699238537,0.8724160896718806,0.5181748846528474,74.26,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1030,2008.0499999999656,1.8321624087590929,0.4876432429580247,0.2661572143532303,2.8897707333219653,1.6914009977506603,37.52,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
