Product_ID,d_total,d_media,d_std,cv,p95,mediana,precio_medio,PC1,PC2,PC3
1000,2212.099999999962,2.0183394160583594,0.5398026575116588,0.267448900426196,3.2085823816511683,1.8994188431732093,70.51,-2.676387319430411,-0.4261364468368486,0.1444083424389665
1001,1942.9699999999673,1.7727828467152986,0.48813020047676003,0.27534686573778183,2.9152163259151136,1.678457884617767,68.49333333333334,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1003,1240.959999999979,1.1322627737226085,0.3026950797804535,0.26733642296237,1.800351138620458,1.0638769125445684,64.57,3.793544306911029,-0.5308259844783655,0.0486971303721024
1005,733.1899999999875,0.6689689781021784,0.17806155474323518,0.2661731120154245,1.052915970293649,0.618884964974233,97.76,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1006,417.3999999999929,0.38083941605838767,0.10145309948171363,0.2663933805269766,0.6021202534034965,0.3536557431930684,91.08,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1007,1369.2899999999765,1.2493521897810005,0.3328032012679257,0.2663806122805635,1.972605838223612,1.1617024811278642,19.66,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1008,4927.399999999916,4.495802919707953,1.2357482352287938,0.2748670832103708,6.994063592500486,4.262097921108202,29.53,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1009,686.7499999999884,0.6265967153284566,0.17559549201827393,0.28023685366149464,1.0166663730023326,0.585353366274077,49.60666666666666,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1010,228.17999999999608,0.20819343065693074,0.05552928823199778,0.2667196945493497,0.3250161725135219,0.1960316163812058,76.46,-0.7082488183030898,0.3036058402593986,-0.4786539978264427
1013,2000.2699999999659,1.8250638686131075,0.48584506327345733,0.2662071567077036,2.8729346378741267,1.6914009977506603,52.645,-0.7082488183030898,0.3036058402593986,-0.4786539978264427
1014,1748.3199999999706,1.5951824817517979,0.4344519936827553,0.2723525356206574,2.579323690923472,1.4974413447475925,73.35,-0.2426708229532635,7.891860699719912,0.4927383114841744
1017,744.0199999999874,0.6788503649634922,0.180647458115815,0.26610791926955807,1.0658088189094896,0.6254043128380767,27.6,-0.1021118796338735,0.0150117128932085,-0.6899680921061768
1019,1692.6399999999712,1.5443795620437695,0.41114935482405407,0.26622299655400494,2.44076732656109,1.4275122833913447,15.844999999999999,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1020,972.2099999999836,0.8870529197080141,0.23622452311252157,0.2663026273452526,1.3898390933047224,0.8268513049925219,67.835,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1021,1160.9499999999803,1.0592609489050915,0.2822340322638191,0.26644429076286746,1.6596396777335405,0.9900850535769504,78.64,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1023,254.89999999999566,0.23257299270072596,0.06240703238533033,0.26833310119389253,0.3690672162253842,0.2236771007426579,60.949999999999996,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1024,1280.2199999999782,1.1680839416058195,0.3108736990688702,0.2661398620389367,1.8322843551728325,1.080687115947673,42.44,-0.7082488183030898,0.3036058402593986,-0.4786539978264427
1027,659.9699999999888,0.6021624087591139,0.16073430493151789,0.2669284940299507,0.9442729165145864,0.5679890423352886,75.71,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1028,609.6499999999896,0.5562499999999906,0.14813909264514113,0.26631746992385374,0.8724160896718806,0.5181748846528474,74.26,1.2725178802631942,-0.2539348425127457,-0.5911220207363483
1030,2008.0499999999658,1.8321624087590929,0.4876432429580247,0.2661572143532303,2.8897707333219653,1.6914009977506603,37.52,-0.942664125299706,-0.2042420960512443,-0.5593671657147933
1032,678.6799999999885,0.6192335766423253,0.1669447401445805,0.26959897919264353,0.972818019133612,0.5943779137712181,16.74,3.0799650273740347,-0.5543058955504641,0.1939131777112622
