product_id,year,year_total,is_top,prop_dias_candidatos,tipo_outlier,decision_aplicada
1000,2022,745.4399999999847,False,0.03287671232876712,pico_aislado,suavizado_a015
1000,2023,754.6599999999902,False,0.0410958904109589,pico_aislado,suavizado_a015
1000,2024,711.9999999999875,False,0.040983606557377046,pico_aislado,suavizado_a015
1001,2022,593.0499999999879,False,0.03287671232876712,pico_aislado,suavizado_a015
1001,2023,646.9199999999918,False,0.0410958904109589,pico_aislado,suavizado_a015
1001,2024,702.9999999999877,False,0.040983606557377046,pico_aislado,suavizado_a015
1003,2022,418.2699999999914,False,0.03287671232876712,pico_aislado,suavizado_a015
1003,2023,422.68999999999454,False,0.0410958904109589,pico_aislado,suavizado_a015
1003,2024,399.999999999993,False,0.040983606557377046,pico_aislado,suavizado_a015
1007,2022,461.5199999999905,False,0.03287671232876712,pico_aislado,suavizado_a015
1007,2023,448.7699999999942,False,0.0410958904109589,pico_aislado,suavizado_a015
1007,2024,458.999999999992,False,0.040983606557377046,pico_aislado,suavizado_a015
1013,2022,667.4599999999863,False,0.03287671232876712,pico_aislado,suavizado_a015
1013,2023,659.8099999999914,False,0.0410958904109589,pico_aislado,suavizado_a015
1013,2024,672.9999999999883,False,0.040983606557377046,pico_aislado,suavizado_a015
1014,2022,540.819999999989,False,0.03287671232876712,pico_aislado,suavizado_a015
1014,2023,585.4999999999924,False,0.0410958904109589,pico_aislado,suavizado_a015
1014,2024,621.9999999999891,False,0.040983606557377046,pico_aislado,suavizado_a015
1019,2022,557.5599999999885,False,0.03287671232876712,pico_aislado,suavizado_a015
1019,2023,567.0799999999927,False,0.0410958904109589,pico_aislado,suavizado_a015
1019,2024,567.99999999999,False,0.040983606557377046,pico_aislado,suavizado_a015
1024,2022,425.53999999999127,False,0.03287671232876712,pico_aislado,suavizado_a015
1024,2023,424.6799999999945,False,0.0410958904109589,pico_aislado,suavizado_a015
1024,2024,429.99999999999244,False,0.040983606557377046,pico_aislado,suavizado_a015
1030,2022,663.8199999999863,False,0.03287671232876712,pico_aislado,suavizado_a015
1030,2023,671.2299999999914,False,0.0410958904109589,pico_aislado,suavizado_a015
1030,2024,672.9999999999883,False,0.040983606557377046,pico_aislado,suavizado_a015
1035,2022,906.9499999999814,False,0.03287671232876712,pico_aislado,suavizado_a015
1035,2023,897.3299999999883,False,0.0410958904109589,pico_aislado,suavizado_a015
1035,2024,894.9999999999843,False,0.040983606557377046,pico_aislado,suavizado_a015
1043,2022,426.25999999999124,False,0.03287671232876712,pico_aislado,suavizado_a015
1043,2023,419.8599999999946,False,0.0410958904109589,pico_aislado,suavizado_a015
1043,2024,431.99999999999244,False,0.040983606557377046,pico_aislado,suavizado_a015
1049,2022,1082.3799999999778,False,0.03287671232876712,pico_aislado,suavizado_a015
1049,2023,1085.8399999999858,False,0.0410958904109589,pico_aislado,suavizado_a015
1049,2024,1079.9999999999811,False,0.040983606557377046,pico_aislado,suavizado_a015
1051,2022,158.12999999999676,False,0.03287671232876712,pico_aislado,suavizado_a015
1051,2023,157.13999999999794,False,0.0410958904109589,pico_aislado,suavizado_a015
1051,2024,157.99999999999724,False,0.040983606557377046,pico_aislado,suavizado_a015
1053,2022,455.04999999999063,False,0.03287671232876712,pico_aislado,suavizado_a015
1053,2023,449.20999999999424,False,0.0410958904109589,pico_aislado,suavizado_a015
1053,2024,445.9999999999922,False,0.040983606557377046,pico_aislado,suavizado_a015
1055,2022,571.2699999999883,False,0.03287671232876712,pico_aislado,suavizado_a015
1055,2023,582.9399999999926,False,0.0410958904109589,pico_aislado,suavizado_a015
1055,2024,589.9999999999897,False,0.040983606557377046,pico_aislado,suavizado_a015
1056,2022,468.7599999999904,False,0.03287671232876712,pico_aislado,suavizado_a015
1056,2023,532.0699999999932,False,0.0410958904109589,pico_aislado,suavizado_a015
1056,2024,569.99999999999,False,0.040983606557377046,pico_aislado,suavizado_a015
1057,2022,424.0799999999913,False,0.03287671232876712,pico_aislado,suavizado_a015
1057,2023,430.16999999999445,False,0.0410958904109589,pico_aislado,suavizado_a015
1057,2024,454.99999999999204,False,0.040983606557377046,pico_aislado,suavizado_a015
1059,2022,521.4099999999894,False,0.03287671232876712,pico_aislado,suavizado_a015
1059,2023,584.5799999999923,False,0.0410958904109589,pico_aislado,suavizado_a015
1059,2024,627.999999999989,False,0.040983606557377046,pico_aislado,suavizado_a015
1062,2022,526.7099999999892,False,0.03287671232876712,pico_aislado,suavizado_a015
1062,2023,517.5899999999933,False,0.0410958904109589,pico_aislado,suavizado_a015
1062,2024,509.9999999999911,False,0.040983606557377046,pico_aislado,suavizado_a015
1063,2022,866.4799999999822,False,0.03287671232876712,pico_aislado,suavizado_a015
1063,2023,865.9799999999889,False,0.0410958904109589,pico_aislado,suavizado_a015
1063,2024,860.9999999999849,False,0.040983606557377046,pico_aislado,suavizado_a015
1067,2022,653.4799999999866,False,0.03287671232876712,pico_aislado,suavizado_a015
1067,2023,659.6999999999915,False,0.0410958904109589,pico_aislado,suavizado_a015
1067,2024,630.999999999989,False,0.040983606557377046,pico_aislado,suavizado_a015
1075,2022,681.189999999986,False,0.03287671232876712,pico_aislado,suavizado_a015
1075,2023,680.2099999999913,False,0.0410958904109589,pico_aislado,suavizado_a015
1075,2024,640.9999999999887,False,0.040983606557377046,pico_aislado,suavizado_a015
1080,2022,508.0799999999895,False,0.03287671232876712,pico_aislado,suavizado_a015
1080,2023,512.4999999999934,False,0.0410958904109589,pico_aislado,suavizado_a015
1080,2024,503.9999999999912,False,0.040983606557377046,pico_aislado,suavizado_a015
1084,2022,651.3199999999866,False,0.03287671232876712,pico_aislado,suavizado_a015
1084,2023,659.4699999999915,False,0.0410958904109589,pico_aislado,suavizado_a015
1084,2024,656.9999999999885,False,0.040983606557377046,pico_aislado,suavizado_a015
1086,2022,427.4599999999912,False,0.03287671232876712,pico_aislado,suavizado_a015
1086,2023,434.3699999999944,False,0.0410958904109589,pico_aislado,suavizado_a015
